"whole","cyto","nuc"
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
15.57,7.06,13.17
0,0,0
0,0,0
0,0,0
0.1,0,0
0,0,0
0.22,0.07,0.1
0,0,0
0,0,0
0,0,0
0.22,0.02,0.01
0,0,0
0.1,0,0
0,0,0
10.66,7.07,2.52
0,0,0
0.05,0,0
1.03,0.07,0
0,0,0
0,0,0
0,0,0
0.26,0.2,0.45
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0.01,0.11
0,0,0
0,0,0
0,0,0
0.1,0,0
0,0,0
12.62,0.77,0.05
0,0,0
0,0,0
1.74,1.59,1.12
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.62,0.24,0.09
0.08,0,0.99
0,0,0
4.44,5.19,1.91
0,0,0
0.06,0.02,0.75
0,0,0
0,0,0
0.17,0.04,0.01
0,0,0
0,0,0
0,0,0
1.81,1.01,0.42
0.17,0,0.15
0,0,0
0,0,0
0.14,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.69,0.15,0.29
0,0,0
0,0.01,0
0,0,0
0,0,0
0.27,0,0
0.06,0,0
0,0,0
0,0,0
0,0,0
0.19,0.04,0
0.27,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0.03
0,0,0
0.58,0.44,0.88
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.03,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0.44,1.1
0,0,0
0,0,0
0.05,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
1.02,0.19,0.71
0,0,0
0,0,0
0,0,0
0,0,0
1.58,1.64,3.57
0.13,0,0
4.04,1.28,1.35
1.78,0.31,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.01,0.59,0.45
0,0,0
0,0,0
0,0,0
1.77,2.68,0.69
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.17,0.17,0.21
0,0,0
0.29,0.42,1.1
0,0,0
0,0,0
0.17,0.12,0.27
13.05,17.5,56.2
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.8,0.44,1.03
0,0,0
0,0,0
0,0,0
0,0,0
0.14,0.15,0.21
0,0,0
0,0,0
0.11,0.02,0
0,0,0
0,0,0
0,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.14,0.08,0.09
0,0,0
0,0,0
0,0,0
0,0.08,0
0,0,0
0,0,0
0,0,0
0,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
74.53,10.31,13.99
0.77,0.13,0.15
0,0,0
1.74,0.06,0
0,0,0
1.78,0.8,0.77
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0
0.74,0.31,0.19
0,0,0
0,0,0
0,0,0
0.3,0.14,0.02
0,0,0
0,0,0
0.16,0.12,0
0,0,0
48.85,13.87,3.46
0,0,0
0.06,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.59,0.06,0.22
0,0,0
0.02,0,0.01
0.07,0,0
0,0,0
1.83,0.24,0.35
0,0,0
0,0,0
0,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0.02,0
0.17,0,0.02
0,0,0
0.13,0.42,0.17
0,0,0
0,0,0
0.76,0.25,0.51
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0.1,0.02
0,0,0
0,0,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.23,1.69,1.8
0,0,0
0.12,0,0
6.95,2.44,10.12
0,0,0
0,0,0
0,0,0
0.25,0.01,0.09
0,0,0
0,0,0
0.13,0.12,0.23
0,0,0
105.27,144.35,24.56
0,0,0
0,0,0
0,0,0
0,0,0.01
0,0,0
101.03,35.71,13.1
0,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.4,0.78,2.33
0.82,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.39,0.07,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.37,0.04,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.3,0.03,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0
3.07,0.7,0
0.35,0.09,0.03
0,0,0
0,0,0
0,0,0
0.04,0.19,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.37,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.68,0.13,5.2
0,0,0
0,0,0
0,0,0
0,0,0.35
0.01,0,0
0,0,0
0.11,0.22,0.93
0,0,0
0,0,0
0.05,0.04,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.03,0
0,0,0
0,0,0
0.31,0,0.37
0,0,0
0.99,0.03,0.13
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.27,0.05,0.08
0,0,0
0,0,0
0,0,0
0.63,0.25,5.24
0,0,0
0.44,1.41,6.5
0,0,0
1.2,0.26,0.62
0,0,0
0,0,0
0,0,0
0.07,0.03,0
0,0,0
0.06,0.03,0.04
0.39,0.11,0.05
1.38,1.35,4.49
0,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0.08
0,0,0
0,0,0
0.04,0,0
0,0,0
0.12,0,0.18
64.99,29.19,2.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0
0,0,0
0,0,0
0.22,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.92,0.47,1.43
0.2,0,0
256.26,128.23,46.5
0.09,0.02,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
1.48,0.34,0
0,0,0
0.97,0.24,0.27
0,0,0.01
0,0,0
0,0,0
0,0,0
0.02,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.58,1.34,8.86
0,0,0
0,0,0
0,0,0
2.84,5.01,4.2
0,0,0
3.48,2.31,0.92
0,0,0
0,0,0
0.38,0.15,0.06
1.8,0.65,3.24
0,0,0
0.87,0.31,0.13
0.5,0,0
0,0,0
0.66,0.09,0
0,0,0
0,0,0
0,0,0
2.02,0.1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.22,0.06,0.23
0,0,0
0,0,0
0,0,0
19.91,2.68,1.05
0,0,0
0,0,0
0.14,0.11,0.19
1.53,0.58,0.28
0,0,0
0.74,0.47,0.2
0.03,0,0.02
0,0,0
0,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.27,0,0.05
0,0,0
0,0,0
0,0,0
0.42,0.18,0.17
0,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.19,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0.03
28.77,43.93,20.59
0.24,0.08,0.17
0,0,0
0.03,0.1,0.04
0.03,0.01,0.05
0,0,0
13.76,6.83,4.91
0,0,0
0.06,0.08,0.6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0,0.17
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0.02,0.19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3.04,1.74,1.52
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
73.58,17.3,15.67
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.55,0.69,1.7
0.21,0.03,0.25
0,0,0
0,0,0
3.23,2.01,2.46
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.08,0,0.14
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.96,0.1,0.45
0,0,0
0,0,0
0,0,0
0.13,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0.15,0.02,0
0,0,0
0,0,0
0.3,0.03,0.65
0,0,0
0,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.05,0
0,0.05,0
0,0,0
0,0,0
0,0,0
0.94,0.57,1.13
0,0,0
0,0,0
0,0,0.03
0,0,0
2.5,0.97,1.33
0,0,0
0,0,0
0.71,0.16,1.4
0,0,0
0,0,0
0.04,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.43,2.4,1.62
0,0,0
0,0.02,0
0,0,0
1.38,1.23,1.07
0,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.17,0,0
0.09,0.01,0
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0,0.02
0,0,0
1.97,0.08,0
0,0,0
0,0,0
0,0,0
0.04,0,0.15
0,0,0
0,0,0.17
0.13,0,0
0,0,0
0.01,0,0.01
0,0,0
0,0,0
0,0,0
0.14,0.01,0
0,0,0
0,0,0
0,0.01,0.01
0,0.02,0
0.3,0.01,0
0,0,0
0.44,0.08,0.04
0,0,0
0.26,0.05,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0
0,0,0
0.28,0.07,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
0.03,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.22,0.02,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0.05,0.01,0.05
0,0,0
0,0,0
0,0,0
0,0,0
0,0.02,0.09
0,0,0
1.37,2.49,3.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.05,0.18
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
17.14,12.85,2.35
0,0,0
0.15,0,0
0,0,0
0,0,0
0,0,0.35
0,0.03,0
0,0,0
0.15,0.07,0.25
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.27,0,0
2.01,0.5,0.86
0.07,0.06,0.16
0,0,0.01
0,0,0
0,0,0
0,0,0
0.28,0,0.1
0.03,0.01,0.08
0,0,0
0.25,0,0
0,0,0
0.06,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
9.21,1.73,0.96
0,0,0
0.05,0,0.02
0,0,0
0,0,0
0,0,0
0.79,0.16,0.44
0,0,0
0,0,0
0,0,0
0.2,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.11,0.03,0.17
0,0.04,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.03,0.05
0.04,0,0
0,0,0
0,0,0
2.22,0.37,2.74
0.11,0,0.04
0,0,0
0.54,0.24,0.12
0,0,0.09
0,0.01,0.01
0,0,0
0.61,0.1,0.05
0,0,0
0,0,0
0,0,1.19
0,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0
0.02,0,0.01
0,0,0.01
0,0,0
68.62,74.01,116.99
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.5,0.13,0.18
0,0,0
0,0,0
0.16,0.04,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0.02
2.3,0.55,0.75
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.37,5.71,26.66
0,0,0
0,0,0
0,0,0
0.05,0,0.03
0,0,0
0,0,0
3.1,1.83,5.08
0,0,0
0,0,0
26.66,90.95,99.51
0,0,0
0,0,0
0,0,0
0,0,0
52.75,47.38,194.13
0,0.01,0
0,0,0
0,0,0
0,0,0
0.17,0.01,0.03
0,0,0
0,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.06
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0
0.02,0.02,0.02
0,0,0
0.03,0.01,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.1
0,0,0
0.09,0.04,0.06
0,0,0
0,0,0
0.25,0.04,0
0.07,0.03,0
0,0,0
0,0,0
0.85,0.5,0.54
0.46,0.07,0
0,0,0
0.13,0,0.04
0,0,0
0,0,0
0.08,0,0
0.13,0.04,0
0,0,0
0.34,0.17,0
0,0,0
0,0,0
0.1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0.04,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.12,0.02,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.29,0.05,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.03,0
0.15,0,0
0.62,0.12,1.26
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.19,0.51,0.22
0,0,0
2.65,1.68,19.94
0.03,0,0
1.49,0.06,0.05
0,0.02,0
0,0,0
11.07,1.6,1.98
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0.03,0.12
0,0,0
0.18,0,0
0,0,0
2.01,0.26,3.73
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.14,0,0
0,0,0
0.03,0.01,0.12
0,0,0
0.02,0.03,0.09
0.08,0.03,0.04
0,0,0
10.77,27.74,21.34
0.14,0.02,0.07
0,0,0
0.03,0,0
1.49,0.3,0.1
0,0,0
0.31,0.16,0.88
0,0,0
0,0,0
0,0,0
2.76,1.2,3.55
0,0,0
0.03,0,0
0,0,0
0.07,0.19,0
0.83,0.02,0
0,0,0
0,0,0
0.15,0.02,0.02
0,0,0
0,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.02,0
0,0,0
0,0,0
1.08,0.13,0.21
0,0,0
24.77,2.39,0
0,0,0
0,0,0
0,0,0
0,0,0
117.36,358.81,280.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0.05,0.04
0,0.08,0.55
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.51,0.25,0.51
1.12,0.22,3
3.99,0.44,0.43
0,0,0
0.13,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0,0.11
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0.05,0.18
0,0,0
0,0,0
0,0,0
0,0,0.03
27.79,6.81,4.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0,0
0.08,0,0
1.11,1.45,1.78
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0,0
0.01,0,0
0,0,0
0,0,0
6.31,0.87,0.35
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.32,0,0
0,0,0
0,0,0
0,0,0
0.04,0.06,0.03
0,0,0
0,0,0
0,0,0
10.75,5.64,5.88
0.02,0,0
0,0,0
7.66,12.56,8.71
0,0,0
0,0,0
0,0,0
0.01,0,0
0.73,0.05,0.13
0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.17,0.08,0.04
0,0,0
0,0,0
0.42,0.02,0.1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
77.18,50.89,12
0,0,0
0.03,0,0
0,0.06,0.18
0,0,0
0,0,0
0,0,0
0,0,0
61.25,2.46,2.23
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0.56,2.27
0,0,0
0,0,0.03
0.03,0,0.02
0,0,0
0.02,0,0
0,0,0
0.28,1.49,3.39
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0
0,0,0
1.99,0.29,0.27
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.16,0.11,0.22
0.26,0.03,0
0,0,0
0.04,0,0
0,0,0
2.72,1.21,0.69
0,0,0
0,0,0
0,0,0
0.68,0.15,0.09
0,0,0.03
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.72,0.14,0.22
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.87,0.34,0.17
0.06,0,0
0,0,0
2.46,0.53,4.97
0.71,0.39,0.37
0.52,0.23,2.16
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0,0.33
0,0,0
0,0,0
0.32,0,0.03
0,0,0
0,0,0
0.07,0.01,0.01
0,0,0
0,0,0
2.61,3.27,1.14
0,0,0
0,0,0
0.05,0.05,0.33
0,0,0
0.5,0.04,0.28
0,0,0
0,0,0
0,0,0
0,0,0
4.1,16.49,19.43
0,0.03,1.08
0,0,0
0.29,0.3,0.4
0,0,0
0.17,0.07,0.19
0,0,0
0,0,0
0,0,0
0,0,0
10.59,6.66,4.54
0,0,0
0.04,0,0.1
0,0,0
0.1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.14,0,0.21
0,0,0
0,0,0
0,0,0
0,0,0
0.46,0.35,0.08
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0.37
0.01,0,0
0.05,0,0
0,0.03,0
2.08,0.11,0.2
0.52,0,0
0,0,0
0,0,0
0.03,0,0.01
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.33,0.03,0.11
0,0,0
0,0,0
0,0,0
0.78,0.51,3.23
0,0,0
0,0,0
0,0,0
0,0,0
0.08,0,0
0,0,0
0,0,0
0,0,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.02,0,0.01
0,0,0
0,0,0
0,0,0.02
0,0,0
0,0,0
0.07,0.03,0.02
0,0,0
0.41,0.23,0.06
0,0,0
0.04,0,0.07
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.6,0.22,0.14
0,0,0
5.2,1.28,1.95
0,0,0
0,0,0.11
2.26,0.71,0.89
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0.03,0
0,0,0
0,0,0
0,0,0
0,0,0
2.28,0.6,0.15
0.04,0,0
0,0,0
0.03,0.13,0.19
0,0,0
0,0,0
0.21,0,0
0.07,0,0
0,0,0
0,0,0
0,0,0
0.38,0.13,0.72
0,0,0
0,0,0
0,0,0
0,0.02,0
0.01,0,0
4.3,2.59,1.51
0,0,0
0.04,0,0.02
0,0,0
9.27,3.99,4.27
0,0,0
0,0,0
0,0,0.2
0,0,0
0,0,0
0,0,0
5.73,0.82,0.89
0,0,0
0,0,0
0.11,0,0
0,0,0
0,0,0
0.05,0,0.04
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.06,0
3.05,0.16,0.14
0,0,0
0,0,0
0,0.28,0
0,0,0
0,0,0
0.09,0,0
0,0,0
0,0,0
0.27,0.06,0.1
0,0,0
0,0,0
0.01,0,0.01
14.15,4.86,3.88
0,0,0
0,0,0
0.11,0,0
0,0,0
0,0,0
0.49,0.12,0.2
0,0,0
0,0,0
0.01,0,0
0.15,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.15,0.05,0.13
0,0,0
0,0,0
0,0,0
0.09,0.01,0.05
0,0,0
0,0,0
1.25,0.24,0.27
0,0,0
0,0,0
3.7,3.89,3.07
0,0,0
0.71,0.4,0.26
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.68,0.09,0
12.5,2.21,2.6
0,0,0
0.08,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.09,0.02,0.04
0.17,0.02,0.32
0.06,0.01,0.01
308.63,537.51,309.67
0,0,0
0,0,0
0.18,0.13,0.06
0.01,0.02,0
0,0,0
0,0,0
0,0,0
5.6,2.43,9.88
0,0,0
0,0,0
0,0,0
0.28,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.03,0
0,0,0
1.49,1.54,0.38
0,0,0
0.19,0,0.13
0,0,0
0,0,0
0,0,0
7.09,15.79,22.99
0.37,0.02,0.67
0,0,0
0,0,0
0,0,0
0.42,0,0
0,0,0
0,0.01,0
0,0,0
0.03,0,0.04
0,0.02,0
0,0,0
0,0,0
0,0,0
0,0,0
0.24,0.29,1.11
0,0,0
0,0,0
0,0,0
0,0,0
0.39,0.04,0.09
0,0,0
0,0,0
0.07,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.53,0.09,0.15
0.07,0.18,0.17
0,0,0
2.09,0.03,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0.2
1.47,0.42,0.34
0,0,0.06
0,0,0
0,0,0
0,0,0
0.51,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.31,0.06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.51,0.51,1.48
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8.45,8.43,27.57
0,0,0
0,0,0
0.23,0.06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.07,0.06,0
0,0,0
0,0,0
0,0,0
0,0,0
0.13,0.08,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.18,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
0.14,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.07,0.05,0.94
0,0,0
0,0,0
17.67,17.33,26.4
1.16,0.27,0.11
0.14,0.01,0.02
0,0,0
0,0,0
0.19,0,0
0,0,0
0,0,0
0.07,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.06
0,0,0
0,0,0
0,0,0
2.68,0.41,0.22
0.25,0,0.16
0,0,0
0,0,0
3.53,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.21,1.82
0,0,0
0,0,0
0,0,0
18.88,37.93,10.88
0,0,0
0,0,0
0,0,0
0,0,0
0.22,0.03,0.05
0,0,0
0,0,0
0,0,0
0,0.09,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.05,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.06,0.01,0.15
0,0,0
0,0,0
0,0,0
0.24,0.08,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.03,0,0
0.75,0.34,0
0.35,0.05,0.02
0,0,0
0.12,0.03,0.24
0.07,0.13,0.15
0,0,0
0,0,0
0.04,0.06,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.05,2.77,4.04
0,0,0
0.49,0.49,0.28
0,0,0
0,0,0.03
0,0,0
0.07,0,0
0.09,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0.01,0
0,0,0
0,0,0
0,0,0
0.13,0.09,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.26,0,0
1.31,0.26,0.37
0,0,0
0,0,0
2.72,3.58,0
0,0,0
1.51,4.12,4.88
0.11,0.01,0.12
0.09,0.01,0.11
0,0,0
0,0,0
0.02,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.63,0.12,0.08
0,0,0
0,0,0
0,0.04,0
0,0,0
0.2,0.04,0
0,0,0
0,0,0
0,0,0
17.55,16.59,5.66
0.68,0.05,0.13
0.08,0,0
0,0,0
0.07,0,0
0,0.05,0
0.38,0.1,0.06
0,0,0
0.02,0,0
0.67,0.04,0.33
0,0,0
0,0,0
0,0,0
0.43,0.7,8.63
0.65,0.51,1.18
0,0,0
0,0,0
0.1,0,0.04
0,0,0
0,0,0
0,0,0
1.11,1.71,1.25
0,0,0
0,0,0
0.48,0.02,0
0,0.06,0
2.74,1.16,1.33
0,0,0
0.05,0,0
0.03,0,0
0,0,0
0.17,0.06,0.01
0,0,0
0,0,0
0,0.02,0.36
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.08,0.71,0.49
0,0,0
0,0,0
0.01,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.05,0.53,1.8
0,0,0
0,0,0.04
0,0,0
0.01,0,0
0.03,0,0
0,0,0
0,0,0
4.23,1.12,4.96
0,0,0
0,0,0
0,0,0
0.09,0,0
0,0,0
0,0,0
0.21,0.07,0.11
0,0,0
0,0,0
0,0,0
0.01,0.01,0.05
0,0,0
0,0,0
0,0.01,0
0,0,0
0,0,0
0,0,0
0.02,0.01,0
0,0,0
0,0,0
0,0,0
0.88,0.38,0.69
0,0,0
0,0,0
0,0,0
0,0,0
2.6,0.53,1.97
0,0,0
0,0,0
0,0,0
3.66,2.47,0.47
0,0,0
0,0,0
0.09,0.1,0.39
0,0,0
0,0,0
0.02,0,0.03
0,0,0
0.07,0,0.03
0,0,0
0,0,0
0.12,0.01,0.02
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.04,0,0
0.03,0.01,0
4.05,0.88,0.25
0,0,0
0,0,0
1.89,3.18,7.86
0,0,0
0.16,0,0.03
0,0,0
